רשות מקומית,סוג מתקן,שם המתקן,שכונה-רובע,רחוב,מספר בית,גוף מפעיל המתקן,טלפון איש קשר,שנת הקמה,משרת בית ספר,X_GEO,Y_GEO
חיפה,מגרש כדורסל – 19X32 מ',תענ'ך,,התענ'ך,- מול 34,עיריית חיפה,04-8356823,1990,,32.79414938,35.01678885
חצור הגלילית,אולם ספורט קטן – 20x10 מ',אולם חוני,שלמה בן יוסף,,,בית הספר,04-6936163,,תיכון דתי חוני,32.97976194,35.54177448
חצור הגלילית,אולם ספורט קטן – 15x24 מ',אולם מקיף,,,,בית הספר,04-6937572,,מקיף אורט חצור,32.9774314,35.53663075
חצור הגלילית,אולם ספורט בינוני – 32x19 מ',אולם פיס,,,,בית הספר,04-6937572,,מקיף אורט חצור,32.97805914,35.53791683
חצור הגלילית,אצטדיון כדורגל – 105X70 מ',איצטדיון,ה,,,מועצה מקומית,052-6065239,,,32.9808223,35.54969506
חצור הגלילית,מגרש מיני פיץ',בית הנוער,הגאולים,,,מתנ'ס,04-6935754,,,32.97866599,35.54690524
חצור הגלילית,מגרש טניס,בצמוד לבריכה,הגאולים,,,מועצה מקומית,052-6065239,,,32.97965104,35.54936956
חצור הגלילית,מגרש כדורסל – 19X32 מ',בצמוד לבריכה,הגאולים,,,מועצה מקומית,052-6065239,,,32.97965192,35.54904863
חצור הגלילית,בריכת שחיה - 25X12.5 מ',בריכה,הגאולים,,,גוף פרטי,,,בי'ס משכן,32.97857023,35.54893745
חצור הגלילית,מגרש ספורט משולב – 43X32 מ',מגרש אמית,שלמה בן יוסף,,,בית הספר,04-6936163,,בי'ס אמית,32.97677339,35.54657701
חצור הגלילית,מגרש כדורסל – 19X32 מ',מגרש ביה'ס חוני המעגל,,,,מועצה מקומית חצור הגלילית,,2017,,32.98028525,35.54164809
חצור הגלילית,מגרש ספורט במידות אחרות – לא תקני,מגרש ביה'ס קריה,,קריה החסידית,,מועצה מקומית חצור הגלילית,,2009,,32.98700179,35.54857434
חצור הגלילית,מגרש ספורט משולב – 43X32 מ',מגרש מקיף,,,,בית הספר,04-6937572,,מקיף אורט חצור,32.97788081,35.53716732
חצור הגלילית,מגרש פטאנק או כדורת דשא,מגרש פטאנק ממתנ'ס,,,,מועצה מקומית חצור הגלילית,,2010,,32.98176178,35.53231421
חצור הגלילית,מגרש כדורסל – 19X32 מ',מעלה הגאולים,הגאולים,,,מועצה מקומית,052-6065239,,,32.97824204,35.53695472
חצור הגלילית,מגרש כדורסל – 19X32 מ',מקורה,הגאולים,,,בית הספר,04-6937210,,בי'ס עמית,32.96767889,35.54204945
חצור הגלילית,מגרש טניס,מרכז הטניס,אשטרום,הרב עזיזי,,מתנ'ס,04-6935754,,,32.9787707,35.54155675
חצור הגלילית,מגרש כדורסל – 19X32 מ',מתקן רב תכליתי בצמוד לבית הכנסת,,שלמה בו יוסף,,מועצה מקומית חצור הגלילית,,2014,,32.98028525,35.54164809
חצור הגלילית,מגרש כדורגל - לא תקני,קול יהודה,צה'ל,,,בית הספר,,,,32.96936274,35.53616199
חצור הגלילית,אולם ספורט קטן – 20x10 מ',שבט סופר,הגאולים,,,בית הספר,04-6937210,,בי'ס מ'מ וילקומיץ',32.96758756,35.54247696
חצור הגלילית,מגרש כדורסל – 19X32 מ',שבט סופר,הגאולים,,,בית הספר,04-6937210,,תיכון דתי חוני,32.97859008,35.54166304
חריש,מגרש ספורט במידות אחרות – לא תקני,מגרש חיצוני בי'ס ממלכתי דתי,,רימון,8,מועצה מקומית חריש,046186077,2016,כן,32.45862095,35.04393953
חריש,מגרש ספורט במידות אחרות – לא תקני,מגרש חיצוני בי'ס ממלכתי חרדי,,אלון,10,מועצה מקומית חריש,046186077,2017,כן,32.46187407,35.04224259
חריש,מגרש ספורט במידות אחרות – לא תקני,מגרש חיצוני ממלכתי חילוני,,ברקת,13,מועצה מקומית חריש,046186077,2017,כן,32.46559876,35.04979864
חריש,מגרש ספורט במידות אחרות – לא תקני,מגרש ספורט ליד המועצה,מגרש 308,התמר,,מועצה מקומית חריש,046186077,2007,לא,32.45820183,35.04058997
טבריה,אולם ספורט קטן – 15x24 מ',אולם בי'ס איילים,200,רח אלנטאון,,בי'ס איילים,04-6739598,1970,איילים,32.7829868,35.51818704
טבריה,אולם ספורט קטן – 20x10 מ',אולם בי'ס ארליך,ש'ד הרצל,שד' הרצל,,בי'ס ארליך,04-6739598,1970,ארליך,32.79746447,35.53361136
טבריה,אולם ספורט קטן – 20x10 מ',אולם בי'ס בית יוסף,שיכון ד',ר'ח עוזיאל,,בי'ס בית יוסף,04-6739598,1970,בית יוסף,32.78264069,35.51231498
טבריה,אולם ספורט בינוני – 32x19 מ',אולם בי'ס הרנוף,מורדות,1160,,בי'ס הרנוף,04-6739598,1970,הרנוף,32.78278259,35.52757969
טבריה,אולם ספורט קטן – 20x10 מ',אולם בי'ס יד אליהו,שיכון ג',טבריה,,בי'ס יד אליהו,04-6739598,1970,יד אליהו,32.78119457,35.51369763
טבריה,אולם ספורט בינוני – 32x19 מ',אולם בי'ס מקיף אולפנית,ר'ח מורן,רח' לח'י,,בי'ס מקיף אולפנית,04-6739598,1970,אולפנית,32.8001129,35.52059596
טבריה,אולם ספורט בינוני – 32x19 מ',אולם בי'ס מקיף עמל,שיכון ב',מעלה קק'ל,,בי'ס מקיף עמל,04-6739598,1970,מקיף עמל,32.7889304,35.52119691
טבריה,אולם ספורט קטן – 20x10 מ',אולם בי'ס נועם,שיכון ג',3804,,בי'ס נועם,04-6739598,1970,נועם,32.7775076,35.50962889
טבריה,אולם ספורט קטן – 20x10 מ',אולם בי'ס ענבלים,שיכון ד',,,בי'ס ענבלים,04-6739598,1970,ענבלים,32.77748571,35.51848795
טבריה,אולם ספורט קטן – 20x10 מ',אולם בי'ס רעות,שיכון ב',רח' החשמונאים,,בי'ס רעות,04-6739598,1970,רעות,32.79235329,35.52259684
טבריה,אולם ספורט בינוני – 32x19 מ',אולם בי'ס תחכמוני,רש'י,רח ר'שי,,בי'ס תחכמוני,04-6739598,1970,תחכמוני,32.79323799,35.52921882
טבריה,אולם ספורט בינוני – 32x19 מ',אולם ספורט מתנ'ס ד',אור חיים,רח' אור חיים,,אולם ספורט מתנ'ס ד',04-6739598,1970,,32.77847784,35.51838469
טבריה,אצטדיון כדורגל – 105X70 מ',אצטדיון הכדורגל עירוי,בר כוכבא,בר כוכבא,,מחלקת הספורט,04-6739598,1970,,32.79605506,35.52068836
טבריה,מגרש ספורט משולב – 43X32 מ',בי'ס כינר משולב,ר'ח גורדון,רח' דב הוז,,בי'ס כינר (משולב),04-6739598,1970,כינר,32.79784948,35.52421782
טבריה,מגרש כדורגל - לא תקני,מגרש אימונים טבריה עילית,חיים טימסות,חיים טימסות,,מחלקת הספורט,04-6739598,1970,,32.77694711,35.51752543
טבריה,מגרש ספורט משולב – 43X32 מ',מגרש בי'ס איילים,200+,רח' אלנטאון,,בי'ס איילים,04-6739598,1970,איילים,32.78804077,35.51639004
טבריה,מגרש ספורט משולב – 43X32 מ',מגרש בי'ס ארליך,ש'ד הרצל,שד' הרצל,,בי'ס ארליך,04-6739598,1970,ארליך,32.79746447,35.53361136
טבריה,מגרש כדורסל – 19X32 מ',מגרש כדורסל אורט עליון,מורדות,ר'ח כרכום,,בי'ס אורט,04-6739598,1970,אורט,32.78205655,35.52939168
טבריה,מגרש כדורסל – 19X32 מ',מגרש כדורסל אורט תחתון,מורדות,ר'ח כרכום,,בי'ס אורט,04-6739598,1970,אורט,32.78205766,35.52896472
טבריה,מגרש כדורסל – 19X32 מ',מגרש כדורסל גן מרגלית,ר'ח תהילה,רח' תהילה,,קרית משה,04-6739598,1970,,32.79224475,35.52974898
טבריה,מגרש כדורסל – 19X32 מ',מגרש כדורסל היכל הדור,ר'ח בר כוכבא,רח' בר כוכבא,,עמותת הכדורגל,04-6739598,1970,,32.79695566,35.52111859
טבריה,מגרש כדורסל – 19X32 מ',מגרש כדורסל מתנ'ס ג' תחתון,שיכון ג',רח' הקדושים,,מתנ'ס ג',04-6739598,1970,,32.78337478,35.50708707
טבריה,מגרש כדורסל – 19X32 מ',מגרש כדורסל רמת טבריה,ר'ח ארזים,רח' ארזים,,שכונת רמת טבריה,04-6739598,1970,,32.78162243,35.52287888
טבריה,מגרש כדורסל – 19X32 מ',מגרש כדורסל שמחה ובניו,רמת טבריה,רח' תמר,,בה'ס נופרים,04-6739598,1970,נופרים,32.78829733,35.52194191
טבריה,מגרש ספורט משולב – 43X32 מ',מגרש משולב בי'ס נופרים,מורדות,רח' תמר,,בי'ס נופרים,04-6739598,1970,נופרים,32.78721341,35.5226853
טבריה,מגרש ספורט משולב – 43X32 מ',מגרש משולב בי'ס עמל חניכים,שד' קק'ל,מעלה קק'ל,,בי'ס עמל חניכים,04-6739598,1970,עמל חניכים,32.78910885,35.52194479
טבריה,מגרש ספורט משולב – 43X32 מ',מגרש משולב בי'ס רעות,שיכון ב',רח' חשמונאים,,בי'ס רעות,04-6739598,1970,רעות,32.79235329,35.52259684
טבריה,מגרש ספורט משולב – 43X32 מ',מגרש משולב בי'ס תחכמוני,רש'י,רח' ר'שי,,בי'ס תחכמוני,04-6739598,1970,תחכמוני,32.79296693,35.52943135
טבריה,מגרש ספורט משולב – 43X32 מ',מגרש משולב מרכז גינסבורג,שיכון ב',רח' טרומפלדור,,מרכז גינסבורג,04-6739598,1970,,32.79261753,35.52505314
טבריה,מגרש ספורט משולב – 43X32 מ',מגרש משולב שיכון א',שיכון א',רח'טולדנו,,שיכון א',04-6739598,1970,,32.78103885,35.53920813
טבריה,מגרש ספורט משולב – 43X32 מ',מגרש משולב שיכון ד'1070,שיכון ד',ר'ח אבוחצירה,,שיכון ד'(1070),04-6739598,1970,,32.77614986,35.51175895
טבריה,מגרש ספורט משולב – 43X32 מ',מגרש משולב שיכון ותיקים,שיכון וותיקים,רח' גולני,,שיכון ותיקים,04-6739598,1970,,32.79249307,35.53818348
טבריה,מגרש ספורט משולב – 43X32 מ',מגרש משולב שכונת 200,200+,ש'ד אלנטאון,,שכונת +200,04-6739598,1970,,32.78307697,35.51818736
טבריה,מגרש כדורגל - לא תקני,מגרש מתנ'ס ג' עליון,שיכון ג',רח' הקדושים,,מתנ'ס ג',04-6739598,1970,,32.78337349,35.50762078
טבריה,מגרש ספורט משולב – 43X32 מ',מתנ'ס ד',שיכון ד',רח' אור חיים,,מתנ'ס ד',04-6739598,1970,,32.77748571,35.51848795
טובא-זנגריה,אולם ספורט גדול - 45X24 מ',אולם יצלחק רבין,מרכז,,,מועצה מקומית,046023218,1996,2 יסודי 1 תיכון,32.96816739,35.59125523
טובא-זנגריה,אולם ספורט קטן – 20x10 מ',אולם פייס,בית ספר מקיף,,,בית ספר מקיף טובא זנגריה,04-6931114,2002,תיכון - יסודי ב,32.96387739,35.58770687
טובא-זנגריה,מגרש כדורסל – 19X32 מ',טובא זנגריה,מזרחית,,,מועצה מקומית,046023218,2005,,32.97008287,35.59864432
טובא-זנגריה,מגרש כדורסל – 19X32 מ',טובא זנגריה,דרומית,טובא זנגריה,,מועצה מקומית,046023218,2003,לא,32.96337368,35.59890332
טובא-זנגריה,מגרש כדורסל – 19X32 מ',טובא זנגריה,זנגריה,,,מועצה מקומית,04-9008500,2004,,32.95919154,35.57784686
טובא-זנגריה,מגרש ספורט משולב – 43X32 מ',טובא זנגריה,מרכז,,,מועצה מקומית,046023218,2002,בית ספר יסודי -א,32.96744773,35.59071727
טובא-זנגריה,מגרש ספורט משולב – 43X32 מ',טובא זנגריה,עלי סלאמה,,,מועצה מקומית,046023218,2001,,32.96391698,35.59530118
טובא-זנגריה,מגרש כדורגל – 45X90 מ',מגרש טובא זנגריה,מרכז,,,מועצה מקומית,046023218,1992,כל בתי הספר 2 יסודי 1 תיכון,32.96817136,35.58997167
טובא-זנגריה,מגרש ספורט משולב – 43X32 מ',מקיף טובא זנגריה,מרכז,,,בית ספר מקיף טובא זנגריה,046023218,2000,בית ספר תיכון - יסודי ב,32.964391,35.58781604
טורעאן,אולם ספורט בינוני – 32x19 מ',אולם ספורט,שכונה מזרחית,,,מועצה מקומית טורעאן,04-6414000,2007,בי'ס תיכון טורעאן,32.77780548,35.37700894
טורעאן,מתקן פתוח לכושר גופני,ליד אולם ספורט,שכונה מזרחית,,,מועצה מקומית טורעאן,04-6414000,2009,בי'ס יסודי ב',32.77780548,35.37700894
טורעאן,מגרש מיני פיץ',ליד בי'ס יסודי א',שכונה צפונית,,,מועצה מקומית טורעאן,04-6414000,2008,בי'ס יסודי א',32.77929365,35.37674496
טורעאן,מגרש כדורסל – 19X32 מ',ליד בי'ס יסודי ב',שכונה מערבית,,,מועצה מקומית טורעאן,04-6414000,1999,,32.77254376,35.36712616
טורעאן,מגרש ספורט משולב – 43X32 מ',ליד בי'ס יסודי ב',שכונה מערבית,,,מועצה מקומית טורעאן,04-6414000,1980,בי'ס יסודי ב',32.77254376,35.36712616
טורעאן,מגרש ספורט משולב – 43X32 מ',ליד בי'ס יסודי ג',שכונה מזרחית,,,מועצה מקומית טורעאן,04-6414000,1996,,32.77704377,35.37353853
טורעאן,מגרש ספורט משולב – 43X32 מ',ליד בי'ס תיכון,שכונה מזרחית,,,מועצה מקומית טורעאן,04-6414000,2007,,32.77780548,35.37700894
טורעאן,מגרש כדורגל – 45X90 מ',מגרש דשא עירוני,שכונה מזרחית,,,מועצה מקומית טורעאן,04-6414000,,בי'ס יסודי ג',32.77816059,35.38101229
טורעאן,מגרש ספורט משולב – 43X32 מ',מגרש משולב עסליאת,עסליאת,עסליאת,,עיריית טורעאן,,2014,,,
טורעאן,מכון לכושר גופני,מכון כושר,מזרחית,אבן סינא,,עיריית טורעאן,,2011,לא,32.77780548,35.37700894
טייבה,אולם ספורט בינוני – 32x19 מ',אולם ספורט,תיכון עתיד טייבה,כניסה ראשית ליד הגשר,,עיריית טייבה,052-4052672,2003,תיכון עתיד טייבה,32.27121258,35.00269539
טייבה,אצטדיון כדורגל – 105X70 מ',אצטדיון כדורגל,אבו אלהווא,אזור מזרחי,,עיריית טייבה,052-4052672,1986,,32.27565332,35.01701516
טייבה,מגרש כדורגל - לא תקני,מגרש אימונים כדורגל מנארה,מערבית(ליד תיכון עתיד),ראשי 444,,עיריית טייבה,052-4052672,2006,תיכון עתיד טייבה,32.27292593,35.00269159
טייבה,מגרש כדורסל – 19X32 מ',מגרש כדורסל,בית ספר אחווה,צפון מזרח,,עיריית טייבה,052-4052672,1993,בית ספר אחווה,32.27365868,35.00990769
טייבה,מגרש כדורסל – 19X32 מ',מגרש כדורסל,בית ספר חניכים,מרכזי,,עיריית טיבה,052-4052672,1987,בית ספר חניכים,32.27014568,35.01246252
טייבה,מגרש כדורסל – 19X32 מ',מגרש כדורסל אבן כלדון,בית ספר אבן כלדון,מזרחית,,עיריית טייבה,052-4052672,1988,בית ספר אבן כלדון,32.26798481,35.01469594
